segment_id,speaker,start,end,duration_sec,src_text,dst_text,dst_length,estimation_length,new_text,new_length
80bde901-f248-48ac-9658-f3cc29dd6c10,SPEAKER_01,"00:02:01,620","00:02:24,559",22.939,,"Pour un moulage net :


Évitez les écarts de température trop brusques (garder une pièce tempérée).


Si la surface se creuse en refroidissant, percez un petit trou au centre encore tiède et faites un second coulage très fin.


Notez chaque essai (températures, dosages, mèche, couleur) pour reproduire ce qui fonctionne.",49,56,"Pour un moulage net, il est recommandé d’éviter les écarts de température trop brusques et de maintenir une pièce tempérée. En cas d’affaissement de surface, un perçage fin du centre encore tiède suivi d’un coulage de finition très fin restaure le plan. Les essais sont consignés : températures précises, dosages, mèches et colorants pour assurer reproductibilité systématique.",56
0bf57211-2b38-451f-aa8a-327eaa77ffe0,SPEAKER_01,"00:02:24,609","00:02:32,962",8.353, بالنسبة للمول السيليكون الطريقة التي تجعل الفاتيل في القلب مختلفة عن الكأوس لا تجعل الساقل,"En moule silicone, on n’utilise pas de socle métallique. La mèche traverse directement le moule : on la bloque à l’extérieur (pâte d’étanchéité, ruban) et on la centre en haut avec un petit pont de centrage.",35,20,"Dans un moule en silicone, la mèche traverse le matériau et se fixe à l'extérieur, assurant centrage sans pièce métallique.",20
a8692bbf-35f3-4b0c-94a0-5f94aa90455e,SPEAKER_01,"00:02:33,438","00:02:46,782",13.344,في القلب نقوم بوضع الفاتيل في هذا البراء لحصول على الكثير من الريوز  انا احب العادية البراء او الحصول على كرش  نقوم بتجربة المش و نخرجها من المول,"Servez-vous d’une aiguille passe-mèche (aussi appelée crochet passe-mèche) : on perce, on attrape la mèche et on la fait traverser.",19,33,"Une aiguille passe-mèche, aussi nommée crochet passe-mèche, permet de percer et de faire traverser la mèche à travers le moule pour positionner le point d’attache externe. Elle aide au centrage sans fuite notable.",33
cf7789a7-899b-43b8-9572-8be7f23386b4,SPEAKER_01,"00:02:48,039","00:03:06,001",17.962,نقوم  بتقبيل  المول  و  نضعه  على الفتيل," Le silicone est élastique : le trou se referme bien. Avec un perçage fin et un petit joint d’étanchéité à l’extérieur, pas de fuite. En haut, fixez la mèche sur un guide pour la garder parfaitement centrée.",36,44,"Une aiguille passe-mèche facilite le perçage et le centrage ; le silicone, élastique, se referme et un joint réduit le risque de fuite. Le guide supérieur maintient la mèche verticale pendant le refroidissement, avec un dégagement d’environ un centimètre pour une combustion correcte et sûre.",44
ab17f4e2-5431-4bc0-94e5-1659754aaac1,SPEAKER_00,"00:03:06,001","00:03:15,929",9.928, شكرا على المشاهدة,Vérifiez que la mèche reste bien droite et centrée jusqu’au refroidissement. Laissez 1 cm de dégagement autour de la mèche : la flamme doit respirer.,24,24,"La mèche doit rester droite et centrée pendant le refroidissement, avec un dégagement d’environ un centimètre pour assurer une combustion correcte et sécurité optimale.",24
5dd82249-0914-465f-ad5d-f650447a7d38,SPEAKER_01,"00:03:16,188","00:03:41,146",24.958,نضيف  ملون الشمع نضيف  ملون الأحمر نضيف,"Le mélange est homogène : on peut ajouter un colorant spécial cire (liquide, en copeaux ou en bloc).
Pour le mica (poudre minérale), privilégiez un usage léger et bien dispersé : en excès, il peut gêner l’alimentation de la mèche. Ici, nous choisissons rouge et noir ; on peut créer une teinte sur mesure en mélangeant progressivement.",54,61,"Le mélange homogène permet l’ajout de colorants spécifiques pour cire, sous forme liquide, en copeaux ou en bloc. Le mica, poudre minérale, demande un dosage léger et une bonne dispersion pour éviter l’encrassement de la mèche. L’exemple utilise rouge et noir pour composer une teinte sur mesure, en notant chaque ajout sur fiche d’essai. Les pipettes facilitent les micro-ajouts très précis.",61
f1e76a73-91ee-4b58-ac47-499f7687be31,SPEAKER_01,"00:03:41,774","00:04:21,842",40.068,ملون  الأسود نضيف خليط متجانس نضيف  خليط  متجانس  نضيف  خليط  متجانس  نضيف,"Prélevez une petite quantité de cire fondue dans un récipient propre, ajoutez quelques gouttes de colorant pour bougies (ou une pointe de couteau si c’est un colorant en bloc/copeaux), puis mélangez doucement pour éviter les bulles. Travaillez du clair vers le plus soutenu: ajoutez petit à petit et notez le nombre de gouttes ou la masse utilisée. Versez ce test à la température d’ajout recommandée et laissez refroidir: la teinte s’éclaircit à froid et peut encore évoluer après maturation. Ajustez par micro-ajouts jusqu’à obtenir la couleur souhaitée. Pour vérifier la teinte sans risque, déposez une fine pellicule sur une cuillère métallique froide ou une assiette blanche. Attendez une minute: la couleur réelle apparaît en refroidissant. Si la teinte est trop dense, diluez légèrement; si vous utilisez des poudres, restez très léger pour ne pas encrasser la mèche.",138,98,"La pratique consiste à prélever une petite quantité de cire fondue dans un récipient propre, puis à ajouter quelques gouttes de colorant liquide ou une pointe de couteau pour les colorants en bloc ou en copeaux. Le mélange doit être homogène afin d’éviter les bulles et la variation de teinte qui suit le refroidissement; noter chaque ajout permet de reproduire la nuance. Les tests versés à la température conseillée montrent que la couleur s’éclaircit en refroidissant et peut encore évoluer après quelques jours, justifiant des retouches très mesurées si nécessaire pour garantir l'harmonie entre chaque lot et prototype.",98
92356768-a1ea-4bff-8c7c-7ab3a9f1d725,SPEAKER_01,"00:04:22,137","00:04:49,244",27.107,متجانس  نضيف خليط متجانس نضيف, Transvasez dans un pichet propre pour verser avec précision. Remplissez le moule jusqu’au niveau prévu pour capter tous les détails. Évitez les bulles : versez régulièrement et tapez légèrement le moule pour les faire remonter. ,34,66,"Le mélange est transvasé dans un pichet propre afin d’obtenir un versement précis et régulier vers le moule pour capturer tous les détails sculptés. La coulée régulière réduit l’apparition des bulles, tandis que de légers coups sur le moule favorisent leur remontée à la surface. L’usage d’une pastille métallique ou d’un support de mèche est superflu pour le moulage silicone, sauf cas particuliers. Contrôle reste essentiel.",66
80432a72-07ac-44db-b885-b107db75b3e6,SPEAKER_01,"00:04:49,294","00:05:08,232",18.938,,"Laissez prendre au calme (pas de courant d’air), sur une surface plane. Si la pièce est trop froide, réchauffez légèrement l’environnement pour éviter les voiles et craquelures.",27,46,"Le moule doit prendre au calme, sans courant d’air et posé sur une surface parfaitement plane, pour limiter voiles et craquelures. Si la pièce est trop froide, l’élévation douce de la température ambiante aide la cristallisation et la cohésion du matériau. Un suivi visuel est conseillé.",46
6b4b64c5-ceba-46a0-aad1-52abe3ee03de,SPEAKER_01,"00:05:08,282","00:05:21,359",13.077,متجانس  نضيف  خليط,"Démoulez doucement une fois la bougie parfaitement froide. Décollez d’abord les bords, puis poussez délicatement par le dessous pour libérer les reliefs sans les casser. ",25,32,"Le démoulage s’effectue lorsque la bougie est parfaitement froide ; les bords se décollent d’abord, puis une poussée par le dessous libère les reliefs sans les casser. La précision préserve les motifs fragiles.",32
5d4f141b-e4b6-4e26-80b1-29464c7b6e1a,SPEAKER_01,"00:05:21,359","00:05:38,674",17.315, متجانس,"Voici notre hibou : les détails ressortent bien, la forme est saine. Nous l’avons parfumé à la note bois de cèdre pour un rendu chaleureux. Vérifiez que la base est plane, et recoupez la mèche à environ 6 mm. ",38,42,"Le hibou moulé présente des détails nets et une forme saine, la base est plane, le parfum bois de cèdre apporte une chaleur douce, la mèche à six millimètres donne une flamme régulière et la présentation demeure soignée pour un rendu délicat.",42
cead1248-a534-4d6a-9245-49cb34e8c6d4,SPEAKER_01,"00:05:38,724","00:05:42,999",4.275,,Merci d’avoir suivi cette séance. A Bientot.,7,10,Merci d’avoir suivi la séance ; revenez pour approfondir votre technique.,10
